"project","external_id","sra.study_title","sra.experiment_title","sra.sample_attributes","sra.experiment_attributes"
"SRP165679","SRR8052760","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427920: CTRL_014_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427920"
"SRP165679","SRR8052761","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427921: CTRL_015_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427921"
"SRP165679","SRR8052762","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427922: CTRL_016_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427922"
"SRP165679","SRR8052763","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427923: CTRL_017_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427923"
"SRP165679","SRR8052764","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427924: CTRL_018_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427924"
"SRP165679","SRR8052765","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427925: CTRL_019_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427925"
"SRP165679","SRR8052766","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427926: CTRL_020_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427926"
"SRP165679","SRR8052767","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427927: CTRL_022_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427927"
"SRP165679","SRR8052768","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427928: CTRL_024_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427928"
"SRP165679","SRR8052769","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427929: CTRL_025_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427929"
"SRP165679","SRR8052770","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427930: CTRL_026_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427930"
"SRP165679","SRR8052771","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427931: CTRL_029_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427931"
"SRP165679","SRR8052772","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427932: CTRL_030_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427932"
"SRP165679","SRR8052773","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427933: CTRL_031_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427933"
"SRP165679","SRR8052774","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427934: CTRL_032_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427934"
"SRP165679","SRR8052775","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427935: CTRL_033_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427935"
"SRP165679","SRR8052776","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427936: CTRL_034_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427936"
"SRP165679","SRR8052777","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427937: CTRL_035_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427937"
"SRP165679","SRR8052778","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427938: CTRL_036_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427938"
"SRP165679","SRR8052779","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427939: CTRL_037_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427939"
"SRP165679","SRR8052780","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427940: CTRL_038_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427940"
"SRP165679","SRR8052781","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427941: CTRL_039_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427941"
"SRP165679","SRR8052782","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427942: CTRL_040_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427942"
"SRP165679","SRR8052783","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427943: CTRL_041_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427943"
"SRP165679","SRR8052784","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427944: CTRL_042_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427944"
"SRP165679","SRR8052785","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427945: CTRL_043_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427945"
"SRP165679","SRR8052786","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427946: CTRL_044_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427946"
"SRP165679","SRR8052787","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427947: CTRL_045_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427947"
"SRP165679","SRR8052788","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427948: CTRL_046_healthy; Homo sapiens; RNA-Seq","skin type;;healthy|source_name;;skin biopsy","GEO Accession;;GSM3427948"
"SRP165679","SRR8052789","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427949: PSO_001_lesional; Homo sapiens; RNA-Seq","skin type;;lesional|source_name;;skin biopsy","GEO Accession;;GSM3427949"
"SRP165679","SRR8052790","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427950: PSO_001_non-lesional; Homo sapiens; RNA-Seq","skin type;;non-lesional|source_name;;skin biopsy","GEO Accession;;GSM3427950"
"SRP165679","SRR8052791","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427951: PSO_002_lesional; Homo sapiens; RNA-Seq","skin type;;lesional|source_name;;skin biopsy","GEO Accession;;GSM3427951"
"SRP165679","SRR8052792","Atopic Dermatitis, Psoriasis and healthy control RNA-seq cohort","GSM3427952: PSO_002_non-lesional; Homo sapiens; RNA-Seq","skin type;;non-lesional|source_name;;skin biopsy","GEO Accession;;GSM3427952"
